synset_id,literal,sense,origin,groups
TUR10-0192460,ağaç bilimi,1,,
TUR10-0192470,denek,1,,
TUR10-0192490,denek taşı,2,,
TUR10-0192510,deneme,2,,
TUR10-0192520,deneme,1,,
TUR10-0192530,denemeci,1,,
TUR10-0192540,denemecilik,1,,
TUR10-0192550,deneme hayvanı,1,,
TUR10-0192570,denemek,2,,
TUR10-0192580,deneme tahtası,1,,
TUR10-0192590,deneme yayını,1,,
TUR10-0192630,denet,2,,
TUR10-0192650,denetçi,2,,
TUR10-0192660,denetçilik,1,,
TUR10-0192680,denetici,1,,
TUR10-0192690,denetici,2,,
TUR10-0192700,denetici,3,,
TUR10-0192760,denetimci,1,,
TUR10-0192790,denetimli,1,,
TUR10-0192800,check-point,1,,
TUR10-0192800,denetim noktası,1,,
TUR10-0192810,bandrol,3,,
TUR10-0192810,denetim pulu,1,,
TUR10-0192810,denetim bağı,2,,
TUR10-0192820,bandrol,1,,
TUR10-0192820,denetim pulu,2,,
TUR10-0192820,denetim bağı,1,,
TUR10-0192830,denetimsiz,1,,
TUR10-0192890,denetleme kurulu,2,,
TUR10-0192900,denetleme raporu,1,,
TUR10-0192930,denetleyici,1,,
TUR10-0192940,denetleyici,2,,
TUR10-0193000,deneycilik,2,,
TUR10-0193000,ampirizm,2,,
TUR10-0193000,görgücülük,2,,
TUR10-0193010,deneye dayalı,1,,
TUR10-0193010,ampirik,1,,
TUR10-0193020,deneyim,1,,
TUR10-0193020,tecrübe,1,,
TUR10-0193020,eksperyans,1,,
TUR10-0193020,deneme,3,,
TUR10-0193020,deney,2,,
TUR10-0193020,sınama,1,,
TUR10-0193030,deneyimci,1,,
TUR10-0193040,deneyimcilik,1,,
TUR10-0193050,deneyimli,1,,
TUR10-0193050,tecrübeli,1,,
TUR10-0193050,dünya görmüş,2,,
TUR10-0193090,deney kabı,1,,
TUR10-0193110,deneylemek,1,,
TUR10-0193120,deneysel,1,,
TUR10-0193120,deneyli,1,,
TUR10-0193140,deneyselcilik,1,,
TUR10-0193140,eksperimantalizm,1,,
TUR10-0193170,deneysiz,2,,
TUR10-0193180,deney tüpü,1,,
TUR10-0193190,deneyüstü,1,,
TUR10-0193190,transandantal,1,,
TUR10-0193210,transandantalizm,2,,
TUR10-0193210,deneyüstücülük,2,,
TUR10-0193210,mütealiyeFOREIGN,2,FOREIGN,
TUR10-0193230,denge,2,,
TUR10-0193230,istikrar,3,,
TUR10-0193240,denge,3,,
TUR10-0193250,denge,4,,
TUR10-0193260,denge,5,,
TUR10-0193270,toplumsal denge,1,,
TUR10-0193270,denge,6,,
TUR10-0193280,dengeci,1,,
TUR10-0193300,denge fiyatı,1,,
TUR10-0193310,denge kalası,1,,
TUR10-0193340,dengelemek,2,,
TUR10-0193370,dengeleyici,1,,
TUR10-0193390,dengeleyici,3,,
TUR10-0193400,dengeli,3,,
TUR10-0193410,dengeli,2,,
TUR10-0193430,dengeli beslenme,1,,
TUR10-0193440,dengelik,1,,
TUR10-0193450,dengesiz,1,,
TUR10-0193460,dengesiz,2,,
TUR10-0193460,kontak,4,,
TUR10-0193470,dengesiz beslenme,1,,
TUR10-0193500,dengesizlik,1,,
TUR10-0193500,dingildeklik,1,,
TUR10-0193510,dengesizlik,2,,
TUR10-0193510,zikzak,2,,
TUR10-0193520,dengeşik,1,,
TUR10-0193530,denge taşı,1,,
TUR10-0193540,deni1,1,,1
TUR10-0193540,denî1,1,,1
TUR10-0193580,kot,2,,
TUR10-0193580,denim,1,,
TUR10-0193580,blucin,1,,
TUR10-0193580,kod,3,,
TUR10-0193580,kot kumaşı,1,,
TUR10-0193590,deniz,1,,
TUR10-0193590,derya,1,,
TUR10-0193590,bahirFOREIGN,1,FOREIGN,
TUR10-0193600,deniz,2,,
TUR10-0193610,deniz,3,,
TUR10-0193620,deniz,4,,
TUR10-0193630,deniz,5,,
TUR10-0193640,deniz akıntısı,1,,
TUR10-0193650,denizalası,1,,
TUR10-0193670,deniz altı,1,,
TUR10-0193680,deniz altı,2,,
TUR10-0193690,deniz altı,3,,
TUR10-0193700,denizaltıcı,1,,
TUR10-0193730,denizaslanı,1,,
TUR10-0193750,deniz ataşesi,1,,
TUR10-0193760,denizatı,1,,
TUR10-0193780,denizayısı,1,,
TUR10-0193790,deniz aynası,1,,
TUR10-0193800,deniz basması,1,,
TUR10-0193810,deniz bilimci,1,,
TUR10-0193830,deniz buzu,1,,
TUR10-0193840,denizci,1,,
TUR10-0193850,denizci,2,,
TUR10-0193860,denizci,3,,
TUR10-0193870,denizcilik,1,,
TUR10-0193880,denizcilik,2,,
TUR10-0193890,denizcilik,3,,
TUR10-0193900,süline,1,,
TUR10-0193900,denizçakısı,1,,
TUR10-0193900,çakı,2,,
TUR10-0193910,deniz çulluğu1,1,,1
TUR10-0193910,denizçulluğu1,1,,1
TUR10-0193920,deniz depremi,1,,
TUR10-0193940,deniz geçişi,1,,
TUR10-0193950,denizgergedanı,1,,
TUR10-0193950,nar balinası,1,,
TUR10-0193950,narval,1,,
TUR10-0193960,denizgülü,1,,
TUR10-0193990,deniz haritası,1,,
TUR10-0194000,korsan,1,,
TUR10-0194000,deniz hırsızı,1,,
TUR10-0194010,denizhıyarı,1,,
TUR10-0194020,denizhıyarları,1,,
TUR10-0194030,deniz hukuku,1,,
TUR10-0194040,denizısırganları,1,,
TUR10-0194050,deniz rezenesi1,1,,1
TUR10-0194050,denizrezenesi1,1,,1
TUR10-0194050,denizibiği,1,,
TUR10-0194060,deniziğnesi,1,,
TUR10-0194070,deniz iklimi,1,,
TUR10-0194080,denizineği,1,,
TUR10-0194090,denizkadayıfı,1,,
TUR10-0194100,deniz kaplumbağaları,1,,
TUR10-0194110,deniz kaplumbağası,1,,
TUR10-0194120,deniz kazı1,1,,1
TUR10-0194120,denizkazı1,1,,1
TUR10-0194120,akbaş,1,,
TUR10-0194130,denizmaymunu,1,,
TUR10-0194130,denizkedisi,1,,
TUR10-0194140,denizkestanesi1,1,,1
TUR10-0194140,deniz kestanesi1,1,,1
TUR10-0194150,deniz kırlangıcı1,1,,1
TUR10-0194150,denizkırlangıcı1,1,,1
TUR10-0194150,balıkçın,1,,
TUR10-0194160,denizkızı,1,,
TUR10-0194170,deniz kızı,1,,
TUR10-0194180,denizkozalağı,1,,
TUR10-0194200,denizkulağı,1,,
TUR10-0194220,deniz kurdu,1,,
TUR10-0194230,deniz kuvvetleri,1,,
TUR10-0194240,denizlaleleri,1,,
TUR10-0194250,denizlik,1,,
TUR10-0194260,denizlik,2,,
TUR10-0194270,denizlik,3,,
TUR10-0194280,deniz marulu1,1,,1
TUR10-0194280,denizmarulu1,1,,1
TUR10-0194290,deniz mavisi,1,,
TUR10-0194300,deniz mavisi,2,,
TUR10-0194320,deniz menekşesi1,1,,1
TUR10-0194320,denizmenekşesi1,1,,1
TUR10-0194330,deniz mili,1,,
TUR10-0194340,deniz motoru,1,,
TUR10-0194350,deniz otobüsü,1,,
TUR10-0194370,deniz örümceği1,1,,1
TUR10-0194370,denizörümceği1,1,,1
TUR10-0194380,denizpalamudu,1,,
TUR10-0194390,denizpelidi,1,,
TUR10-0194400,denizpırasası,1,,
TUR10-0194410,deniz piyadesi,1,,
TUR10-0194430,deniz sarmaşığı,1,,
TUR10-0194440,deniz seviyesi,1,,
TUR10-0194450,deniz suyu,1,,
TUR10-0194460,denizşakayığı,1,,
TUR10-0194470,denizşakayıkları,1,,
TUR10-0194480,deniztarağı,1,,
TUR10-0194490,balık kartalı,1,,
TUR10-0194490,deniz tavşancılı1,1,,1
TUR10-0194490,deniztavşancılı1,1,,1
TUR10-0194500,deniztavşanı,1,,
TUR10-0194520,deniz tutması,1,,
TUR10-0194530,deniz uçağı,1,,
TUR10-0194540,deniz üssü,1,,
TUR10-0194560,deniz yılanı,1,,
TUR10-0194570,denizyıldızı,1,,
TUR10-0194580,denizyıldızları,1,,
TUR10-0194590,deniz yolu1,1,,1
TUR10-0194590,denizyolu1,1,,1
TUR10-0194600,deniz yolu ulaşımı,1,,
TUR10-0194610,deniz yosunu,1,,
TUR10-0194610,erişte,2,,
TUR10-0194620,deniz yüksekliği,1,,
TUR10-0194630,denk,3,,
TUR10-0194650,denk,5,,
TUR10-0194660,denk,1,,
TUR10-0194670,denk,2,,
TUR10-0194670,bedel,4,,
TUR10-0194670,müsaviFOREIGN,1,FOREIGN,
TUR10-0194680,denkçi,1,,
TUR10-0194690,denk küme,1,,
TUR10-0194710,denklem,2,,
TUR10-0194730,denklemek,1,,
TUR10-0194740,denklemler sistemi,1,,
TUR10-0194770,eşitlik,1,,
TUR10-0194770,denkleşme,1,,
TUR10-0194770,muadeletFOREIGN,1,FOREIGN,
TUR10-0194770,muadeleFOREIGN,1,FOREIGN,
TUR10-0194770,müsavatFOREIGN,1,FOREIGN,
TUR10-0194770,eş değerlik,1,,
TUR10-0194770,akreditasyon,1,,
TUR10-0194770,denklik,1,,
TUR10-0194770,beraberlik,1,,
TUR10-0194770,teadülFOREIGN,1,FOREIGN,
TUR10-0194770,eşdeğerlik,1,,
TUR10-0194780,denkleşmek,1,,
TUR10-0194790,denkleştirici,1,,
TUR10-0194820,denkleştirmek,1,,
TUR10-0194840,denktaş,1,,
TUR10-0194840,hemayarFOREIGN,1,FOREIGN,
TUR10-0194860,denli,1,,
TUR10-0194860,derece,2,,
TUR10-0194870,denli,2,,
TUR10-0194890,denme,1,,
TUR10-0194920,densimetre,1,,
TUR10-0194930,densiz,1,,
TUR10-0194970,densizleşmek,1,,
TUR10-0194980,densizlik,1,,
TUR10-0194990,densizlik etmek,1,,
TUR10-0194990,densizlenmek,1,,
TUR10-0195030,rehin,1,,
TUR10-0195030,ipotek,1,,
TUR10-0195030,denyo,2,,
TUR10-0195030,tutu,1,,
TUR10-0195040,deodorant,1,,
TUR10-0195060,deontolojik,1,,
TUR10-0195090,depderin,1,,
TUR10-0195110,deplasman,2,,
TUR10-0195130,depo,2,,
TUR10-0195140,depo,3,,
TUR10-0195150,depocu,1,,
TUR10-0195160,depoculuk,1,,
TUR10-0195180,depolama,2,,
TUR10-0195200,depolamak,2,,
TUR10-0195250,depolitizasyon,1,,
TUR10-0195270,depozito,1,,
TUR10-0195270,depozit,1,,
TUR10-0195280,depozito,2,,
TUR10-0195290,depozitolu,1,,
TUR10-0195300,depozitosuz,1,,
TUR10-0195310,deprem,1,,
TUR10-0195310,sarsıntı,3,,
TUR10-0195310,zelzele,1,,
TUR10-0195310,yer sarsıntısı1,1,,1
TUR10-0195310,yersarsıntısı1,1,,1
TUR10-0195310,hareket,6,,
TUR10-0195320,deprem bilimci,1,,
TUR10-0195330,sismoloji,1,,
TUR10-0195330,deprem bilimi,1,,
TUR10-0195340,deprem bölgesi,1,,
TUR10-0195360,deprem konteyneri,1,,
TUR10-0195370,deprem kuşağı,1,,
TUR10-0195380,deprem merkezi,1,,
TUR10-0195400,merkez üs,1,,
TUR10-0195400,deprem ortası,1,,
TUR10-0195400,episantır,1,,
TUR10-0195420,depremzede,1,,
TUR10-0195440,deprenmek,1,,
TUR10-0195450,depresyon,1,,
TUR10-0195450,çöküntü,6,,
TUR10-0195500,derakap,1,,
TUR10-0195520,derbeder,1,,
TUR10-0195520,kuskunsuz,2,,
TUR10-0195520,serseri,2,,
TUR10-0195520,perişan,2,,
TUR10-0195530,derbederce,1,,
TUR10-0195530,derbedercesine,1,,
TUR10-0195560,derbentFOREIGN,2,FOREIGN,
TUR10-0195570,derbi,1,,
TUR10-0195580,derbi,2,,
TUR10-0195590,derbi,3,,
TUR10-0195610,dercetmekFOREIGN,1,FOREIGN,
TUR10-0195630,tahsil,1,,
TUR10-0195630,derç,1,,
TUR10-0195630,toplama,1,,
TUR10-0195630,alma,1,,
TUR10-0195650,yakalama,1,,
TUR10-0195650,tutma,1,,
TUR10-0195650,derdest,1,,
TUR10-0195660,derdest,2,,
TUR10-0195670,dere,1,,
TUR10-0195680,dere,2,,
TUR10-0195690,dere,3,,
TUR10-0195700,dere,4,,
TUR10-0195710,derebeyi,1,,
TUR10-0195720,derebeyiTUR10-0747210DOMAIN_TOPIC,2,,
TUR10-0195750,derebeylik,2,,
TUR10-0195780,derece,3,,
TUR10-0195800,derece,5,,
TUR10-0195810,derece,6,,
TUR10-0195820,derece,7,,
TUR10-0195840,gitgide,1,,
TUR10-0195840,giderek,1,,
TUR10-0195840,gittikçe,1,,
TUR10-0195840,yavaş yavaş,3,,
TUR10-0195840,anbean,2,,
TUR10-0195840,gide gide,2,,
TUR10-0195840,tedricenFOREIGN,1,FOREIGN,
TUR10-0195840,tedricî olarakFOREIGN,1,FOREIGN,
TUR10-0195860,derecelemek,1,,
TUR10-0195910,dereceli,1,,
TUR10-0195920,dereceli,2,,
TUR10-0195920,kademeli,1,,
TUR10-0195920,aşamalı,1,,
TUR10-0195920,basamaklı,1,,
TUR10-0195930,derecesiz,1,,
TUR10-0195940,derecesiz,2,,
TUR10-0195950,derecik,1,,
TUR10-0195960,dereke,1,,
TUR10-0195970,dereotu1,1,,1
TUR10-0195970,dere otu1,1,,1
TUR10-0195980,dere tepe,1,,
TUR10-0196010,dergicilik,1,,
TUR10-0196030,derhatır,1,,
TUR10-0196050,deri,2,,
TUR10-0196060,deri,3,,
TUR10-0196070,deri,4,,
TUR10-0196090,dernek,3,,
TUR10-0196090,deri,5,,
TUR10-0196100,deri altı,1,,
TUR10-0196110,derici,1,,
TUR10-0196120,dericilik,1,,
TUR10-0196130,dericilik,2,,
TUR10-0196140,derili,1,,
TUR10-0196150,derili,2,,
TUR10-0196180,derin,1,,
TUR10-0196190,derin,2,,
TUR10-0196200,derin,6,,
TUR10-0196210,derin,4,,
TUR10-0196220,derin,5,,
TUR10-0196230,derin,3,,
TUR10-0196240,derin,7,,
TUR10-0196250,derin,8,,
TUR10-0196260,derin,9,,
TUR10-0196270,derince,1,,
TUR10-0196290,derinden,2,,
TUR10-0196300,derinden,3,,
TUR10-0196310,derinden derine,2,,
TUR10-0196330,derin derin,1,,
TUR10-0196340,derin devlet,1,,
TUR10-0196350,derin dondurucu,1,,
TUR10-0196370,derinlemesine,1,,
TUR10-0196370,uzun,3,,
TUR10-0196400,derinleşmek,2,,
TUR10-0196410,derinleşmek,3,,
TUR10-0196460,derinleştirmek,1,,
TUR10-0196460,derinletmek,1,,
TUR10-0196480,derinlik,1,,
TUR10-0196490,derinlik,2,,
TUR10-0196490,kalınlık,1,,
TUR10-0196500,derinlik,3,,
TUR10-0196510,derinlik,4,,
TUR10-0196520,derinlik,5,,
TUR10-0196530,derinlik,6,,
TUR10-0196540,derinlik,7,,
TUR10-0196550,derinlik,8,,
TUR10-0196560,derinlik kayaçları,1,,
TUR10-0196590,derin soğutma,1,,
TUR10-0196600,derin soğutucu,1,,
TUR10-0196610,derinti,1,,
TUR10-0196620,derinti,2,,
TUR10-0196630,sürü,4,,
TUR10-0196630,güruh,1,,
TUR10-0196630,derinti,3,,
TUR10-0196710,derişmek,2,,
TUR10-0196720,derivasyon,1,,
TUR10-0196730,anlama,1,,
TUR10-0196730,algılama,1,,
TUR10-0196730,kavrama,1,,
TUR10-0196730,bilme,1,,
TUR10-0196730,anlamaklık,1,,
TUR10-0196730,intikalFOREIGN,2,FOREIGN,
TUR10-0196730,fehimFOREIGN,1,FOREIGN,
TUR10-0196730,derkFOREIGN,1,FOREIGN,
TUR10-0196740,derken,3,,
TUR10-0196750,derken,2,,
TUR10-0196760,derken,1,,
TUR10-0196800,koleksiyoncu,1,,
TUR10-0196800,derlemci,1,,
TUR10-0196810,koleksiyonculuk,1,,
TUR10-0196810,derlemcilik,1,,
TUR10-0196830,derleme,2,,
TUR10-0196850,derlemek,2,,
TUR10-0196880,derleyici,1,,
TUR10-0196880,derlemeci,1,,
TUR10-0196910,derli toplu,2,,
TUR10-0196930,merhem,1,,
TUR10-0196990,dermatit,1,,
TUR10-0197010,dermatoloji,1,,
TUR10-0197010,cildiye,1,,
TUR10-0197020,dermatolojik,1,,
TUR10-0197040,koleksiyon,1,,
TUR10-0197040,derme,1,,
TUR10-0197040,derlem,1,,
TUR10-0197050,derme çatma,1,,
TUR10-0197060,derme çatma,2,,
TUR10-0197060,eften püften,1,,
TUR10-0197090,dermeyan,1,,
TUR10-0197130,dernekçi,1,,
TUR10-0197140,dernekçi,2,,
TUR10-0197150,dernekçilik,1,,
TUR10-0197200,ayrıklık,4,,
TUR10-0197200,derogasyon,1,,
TUR10-0197210,öngörme,1,,
TUR10-0197210,derpiş,1,,
TUR10-0197230,ders,1,,
TUR10-0197240,ders,2,,
TUR10-0197250,ders,3,,
TUR10-0197270,ders başı,1,,
TUR10-0197280,ders dışı,1,,
TUR10-0197290,sınıf,3,,
TUR10-0197290,derslik,1,,
TUR10-0197290,dershane,1,,
TUR10-0197300,dershane,2,,
TUR10-0197310,dershaneci,1,,
TUR10-0197320,dershanecilik,1,,
TUR10-0197330,dersiam,1,,
TUR10-0197340,dersiam,2,,
TUR10-0197350,ders içi,1,,
TUR10-0197360,dersiz topsuz,1,,
TUR10-0197370,dersiz topsuz,2,,
TUR10-0197390,derslik,2,,
TUR10-0197400,ders olmak,1,,
TUR10-0197400,ibret olmak,1,,
TUR10-0197450,dert,4,,
TUR10-0197470,dert babası,1,,
TUR10-0197480,dert küpü,1,,
TUR10-0197520,dertleşmek,1,,
TUR10-0197520,hâlleşmek1,1,,1
TUR10-0197520,halleşmek1,1,,1
TUR10-0197530,dertli,1,,
TUR10-0197530,gaileli,2,,
TUR10-0197530,yaralı,2,,
TUR10-0197530,yanık,5,,
TUR10-0197550,dertop,1,,
TUR10-0197580,dert ortağı,2,,
TUR10-0197590,dert ortağı,1,,
TUR10-0197600,dert sahibi,1,,
TUR10-0197610,dert sahibi,2,,
TUR10-0197650,öz,1,,
TUR10-0197650,derun,1,,
TUR10-0197670,deruni,1,,
TUR10-0197700,derviş,2,,
TUR10-0197710,derviş,3,,
TUR10-0197720,derviş,4,,
TUR10-0197730,dervişçe,1,,
TUR10-0197730,dervişane,1,,
TUR10-0197780,derya,2,,
TUR10-0197790,deryadil,1,,
TUR10-0197800,derz,1,,
TUR10-0197810,desen,1,,
TUR10-0197820,desen,2,,
TUR10-0197830,desen,3,,
TUR10-0197840,desen,4,,
TUR10-0197850,desenci,1,,
TUR10-0197860,desencilik,1,,
TUR10-0197880,desenlemek,1,,
TUR10-0197890,desenli,1,,
TUR10-0197900,desenli kaplama,1,,
TUR10-0197910,desensiz,1,,
TUR10-0197920,desibel,1,,
TUR10-0197930,desigram,1,,
TUR10-0197940,kurutma kabı,1,,
TUR10-0197940,desikatör,1,,
TUR10-0197940,kurutaç,1,,
TUR10-0197950,desilitre,1,,
TUR10-0197950,dl,1,,
TUR10-0197950,dl.,1,,
TUR10-0197980,desinatör,1,,
TUR10-0197990,desinatör,2,,
TUR10-0198000,desinatörlük,1,,
TUR10-0198020,desister,1,,
TUR10-0198040,despot,1,,
TUR10-0198050,despot,2,,
TUR10-0198070,despot,4,,
TUR10-0198090,despotça,2,,
TUR10-0198100,despotça,1,,
TUR10-0198100,despotik,1,,
TUR10-0198130,despotluk,1,,
TUR10-0198160,destan,2,,
TUR10-0198170,destan1,3,,1
TUR10-0198170,destân1,1,,1
TUR10-0198180,destancı,1,,
TUR10-0198200,destanımsı,1,,
TUR10-0198230,destanlaşmak,1,,
TUR10-0198240,destanlı,1,,
TUR10-0198250,destanlık,1,,
TUR10-0198260,destansal,1,,
TUR10-0198270,destansal,2,,
TUR10-0198280,destansı,1,,
TUR10-0198280,epik,1,,
TUR10-0198280,destani,1,,
TUR10-0198290,destansız,1,,
TUR10-0198320,destari,1,,
TUR10-0198330,destari,2,,
TUR10-0198370,deste,3,,
TUR10-0198380,deste,4,,
TUR10-0198390,deste,5,,
TUR10-0198430,destek,3,,
TUR10-0198450,destek,5,,
TUR10-0198480,destek doku,1,,
TUR10-0198490,destek doku1,2,,1
TUR10-0198490,destekdoku1,1,,1
TUR10-0198500,destekleme,1,,
TUR10-0198520,destekleme alımı,1,,
TUR10-0198530,desteklemek,1,,
TUR10-0198600,destekleşmek,1,,
TUR10-0198620,destekli,1,,
TUR10-0198630,destekli,2,,
TUR10-0198640,destekli bütçe,1,,
TUR10-0198640,konsolide bütçe,1,,
TUR10-0198660,desteksiz,1,,
TUR10-0198690,destelemek,1,,
TUR10-0198720,desteci,1,,
TUR10-0198720,desteleyici,1,,
TUR10-0198760,destur,1,,
TUR10-0198770,destur,2,,
TUR10-0198780,desturlu,1,,
TUR10-0198790,destursuz,1,,
TUR10-0198800,desturun,1,,
TUR10-0198810,deşarj,1,,
TUR10-0198820,deşarj,2,,
TUR10-0198820,boşalma,3,,
TUR10-0198820,rahatlama,1,,
TUR10-0198820,relaks,2,,
TUR10-0198840,deşelemek,1,,
TUR10-0198860,deşifre,1,,
TUR10-0198870,deşik,1,,
TUR10-0198880,deşik,2,,
TUR10-0198920,deşmek,1,,
TUR10-0198930,deşmek,2,,
TUR10-0198930,neşterlemek,2,,
TUR10-0198940,yumuşama,2,,
TUR10-0198940,detant,1,,
TUR10-0198980,deterjan,1,,
TUR10-0198980,arıtıcı,2,,
TUR10-0198990,deterjancı,1,,
TUR10-0199000,deterjancılık,1,,
TUR10-0199010,determinant,1,,
TUR10-0199020,determinasyon,1,,
TUR10-0199020,belirlenim,2,,
TUR10-0199020,gerektirim,1,,
TUR10-0199030,determinist,1,,
TUR10-0199030,belirlenimci,1,,
TUR10-0199030,gerekirci,1,,
TUR10-0199040,determinizm,1,,
TUR10-0199040,belirlenimcilik,1,,
TUR10-0199040,gerekircilik,1,,
TUR10-0199050,detone,1,,
TUR10-0199060,dev,1,,
TUR10-0199070,dev,2,,
TUR10-0199080,dev,3,,
TUR10-0199100,devaimisk,1,,
TUR10-0199110,devalüasyon,1,,
TUR10-0199110,değer düşürümü,1,,
TUR10-0199130,devam,2,,
TUR10-0199150,devam,3,,
TUR10-0199170,devamlı,2,,
TUR10-0199180,devamlı,3,,
TUR10-0199190,devamlılık,1,,
TUR10-0199190,süreklilik,1,,
TUR10-0199190,istimrarFOREIGN,1,FOREIGN,
TUR10-0199200,devamlı otlatma,1,,
TUR10-0199210,devamsız,1,,
TUR10-0199210,süreksiz,1,,
TUR10-0199220,devamsız,2,,
TUR10-0199230,devamsız,3,,
TUR10-0199250,dev anası,1,,
TUR10-0199260,dev anası1,2,,1
TUR10-0199260,devanası1,1,,1
TUR10-0199270,devasa,1,,
TUR10-0199280,devasız,1,,
TUR10-0199290,devasız,2,,
TUR10-0199310,dev aynası1,1,,1
TUR10-0199310,devaynası1,1,,1
TUR10-0199330,devce,2,,
TUR10-0199340,deve,1,,
TUR10-0199350,deveboynu,1,,
TUR10-0199360,deveci,1,,
TUR10-0199370,deveci,2,,
TUR10-0199370,sarban,1,,
TUR10-0199370,savran,1,,
TUR10-0199380,deveci,3,,
TUR10-0199390,devecilik,1,,
TUR10-0199400,devecilik,2,,
TUR10-0199420,deve dişi,1,,
TUR10-0199430,deve döşlü,1,,
TUR10-0199440,devegözü,1,,
TUR10-0199450,deve kini,1,,
TUR10-0199460,deve kolu,1,,
TUR10-0199470,deve kuşu1,1,,1
TUR10-0199470,devekuşu1,1,,1
TUR10-0199480,deve kuşuluk,1,,
TUR10-0199490,develik,1,,
TUR10-0199510,developman,1,,
TUR10-0199550,devetabanı,1,,
TUR10-0199560,deve tımarı,1,,
TUR10-0199580,devetüyü,2,,
TUR10-0199590,deve tüyü,1,,
TUR10-0199600,deve yükü,1,,
TUR10-0199610,deve yükü,2,,
TUR10-0199630,dinamik,2,,
TUR10-0199630,devim bilimi,1,,
TUR10-0199640,devimli,1,,
TUR10-0199690,devimsiz,1,,
TUR10-0199700,devindirici,1,,
TUR10-0199750,hareketlilik,1,,
TUR10-0199750,devingenlik,1,,
TUR10-0199760,devinim,1,,
TUR10-0199770,devinim,2,,
TUR10-0199780,devinim,3,,
TUR10-0199800,devinim,5,,
TUR10-0199820,devinim,6,,
TUR10-0199820,devinme,1,,
TUR10-0199820,eylem,1,,
TUR10-0199820,hareket,1,,
TUR10-0199820,aksiyon,3,,
TUR10-0199830,devinmek,2,,
TUR10-0199840,devinmek,1,,
TUR10-0199870,devir,2,,
TUR10-0199880,devir,3,,
TUR10-0199880,aktarılma,1,,
TUR10-0199890,devir,4,,
TUR10-0199900,devir,5,,
TUR10-0199910,devir,6,,
TUR10-0199920,devir,7,,
TUR10-0199920,çevrim,1,,
TUR10-0199920,periyot,2,,
TUR10-0199960,devirmek,1,,
TUR10-0199970,devirmek,2,,
TUR10-0199980,devirmek,3,,
TUR10-0199990,devirmek,4,,
TUR10-0199990,yıkmak,3,,
TUR10-0200000,devirmek,5,,
TUR10-0200030,devitmek,1,,
TUR10-0200038,"baba oğluna bir bağ bağışlamış, oğul babaya bir salkım üzüm vermemiş",1,,
TUR10-0200040,dev köpek balığıgiller,1,,
TUR10-0200047,bağırsaklarını deşerim,1,,
TUR10-0200048,Ustamın adı hıdır elimden gelen budur,1,,
TUR10-0200048,babamın adı hıdır elimden gelen budur,1,,
TUR10-0200052,baba değil trabzan babası,1,,
TUR10-0200068,"bacak kadar boyu var, türlü türlü huyu var",1,,
TUR10-0200070,devleşmek,2,,
TUR10-0200073,beğenmiyen küçük kızını versin,1,,
TUR10-0200088,bağa bak üzüm olsun yemeye yüzün olsun,1,,
TUR10-0200092,babana rahmet,1,,
TUR10-0200093,bekârlık sultanlık,1,,
TUR10-0200103,bekle yârın köşesini,1,,
TUR10-0200110,devlet,2,,
TUR10-0200112,babasının hayrına,1,,
TUR10-0200114,baktıkça alır,1,,
TUR10-0200120,devlet,3,,
TUR10-0200143,beylik fırın has çıkarır,1,,
TUR10-0200150,devlet adamı,1,,
TUR10-0200160,devlet,1,,
TUR10-0200160,devlet baba,1,,
TUR10-0200160,ülke,2,,
TUR10-0200160,düvel,1,,
TUR10-0200162,baba fırın has işler,1,,
TUR10-0200170,devlet bakanı,1,,
TUR10-0200180,devlet bankası,1,,
TUR10-0200190,devlet başkanı,1,,
TUR10-0200200,devletçi,1,,
TUR10-0200203,bir günlük beylik beyliktir,1,,
TUR10-0200210,devletçi,2,,
TUR10-0200230,devletçilik,2,,
TUR10-0200240,devlet düşkünü,1,,
TUR10-0200250,devlethane,1,,
TUR10-0200258,bastığı yerde ot bitmez,1,,
TUR10-0200260,devlet kapısı,1,,
TUR10-0200270,talih kuşu,1,,
TUR10-0200270,devlet kuşu,1,,
TUR10-0200270,Hüma,1,,
TUR10-0200278,baş olan boş olmaz,1,,
TUR10-0200280,devletler arası,1,,
TUR10-0200288,baş olan boş olmaz,2,,
TUR10-0200294,beraet-i zimmet asıldır,1,,
TUR10-0200298,baş üstünde yeri var,1,,
TUR10-0200312,bakkala bırakma,1,,
TUR10-0200317,baş baş,1,,
TUR10-0200330,devletli,1,,
TUR10-0200340,devletli,2,,
TUR10-0200345,bile bile lâdes,1,,
TUR10-0200350,devlet nişanı,1,,
TUR10-0200350,nişan,6,,
TUR10-0200352,bal bal demekle ağız tatlılanmaz,1,,
TUR10-0200360,devlet tahvili,1,,
TUR10-0200370,karbon dönemi,1,,
TUR10-0200370,devoniyen,1,,
TUR10-0200370,karbonifer,1,,
TUR10-0200372,bal tutan parmak yalar,1,,
TUR10-0200377,başında paralansın,1,,
TUR10-0200385,biri eşikte biri beşikte,1,,
TUR10-0200386,bana da demesinler,1,,
TUR10-0200390,devralmak,1,,
TUR10-0200390,teslim almak,1,,
TUR10-0200392,balık baştan kokar,1,,
TUR10-0200408,bekâra karı boşaması kolaydır,1,,
TUR10-0200440,devre,1,,
TUR10-0200440,çevrim,2,,
TUR10-0200450,devre,3,,
TUR10-0200460,devre arası,1,,
TUR10-0200460,half-time,1,,
TUR10-0200470,devredilebilirlik,1,,
